"Path","Parameter","Value","Unit"
"Raltegravir","C_max",9613.04037202566,"µg/l"
"Raltegravir","C_max_norm",0.877189948428712,"kg/l"
"Raltegravir","t_max",0.75,"h"
"Raltegravir","C_tEnd",6.64386794925032,"µg/l"
"Raltegravir","AUC",22342.3151903512,"µg*h/l"
"Raltegravir","AUC_norm",2.03873619255835,"kg*h/l"
"Raltegravir","AUC_inf",22433.7825604289,"µg*h/l"
"Raltegravir","AUC_inf_norm",2.04708268620538,"kg*h/l"
"Raltegravir","MRT",4.08457107543945,"h"
"Raltegravir","Thalf",9.54275309244792,"h"
"Raltegravir","CL",8.14166758209467,"ml/min/kg"
"Raltegravir","Vss",1995.31316757202,"ml/kg"
"Raltegravir","Vd",6725.31843185425,"ml/kg"
