"Path","Parameter","Value","Unit"
"Raltegravir","C_max",1123.89726697948,"µg/l"
"Raltegravir","C_max_norm",0.820444986475438,"kg/l"
"Raltegravir","t_max",0.75,"h"
"Raltegravir","C_tEnd",2.8365190322719,"µg/l"
"Raltegravir","AUC",2615.773111592,"µg*h/l"
"Raltegravir","AUC_norm",1.90951439086197,"kg*h/l"
"Raltegravir","AUC_inf",2654.06346556463,"µg*h/l"
"Raltegravir","AUC_inf_norm",1.93746627995577,"kg*h/l"
"Raltegravir","MRT",4.13812204996745,"h"
"Raltegravir","Thalf",9.35684611002604,"h"
"Raltegravir","CL",8.60229972749949,"ml/min/kg"
"Raltegravir","Vss",2135.84208488464,"ml/kg"
"Raltegravir","Vd",6967.38576889038,"ml/kg"
