"Path","Parameter","Value","Unit"
"Raltegravir","C_max",1810.36398574495,"µg/l"
"Raltegravir","C_max_norm",0.033039140302832,"kg/l"
"Raltegravir","C_max_t1_t2",1748.65774780154,"µg/l"
"Raltegravir","C_max_t1_t2_norm",0.638260079620837,"kg/l"
"Raltegravir","C_max_tLast_tEnd",1808.43662604546,"µg/l"
"Raltegravir","C_max_tLast_tEnd_norm",0.660079364493788,"kg/l"
"Raltegravir","t_max",180.75,"h"
"Raltegravir","t_max_t1_t2",0.75,"h"
"Raltegravir","t_max_tLast_tEnd",228.75,"h"
"Raltegravir","C_trough_t2",39.474232548894,"µg/l"
"Raltegravir","C_trough_tLast",64.0288308808895,"µg/l"
"Raltegravir","AUC_t1_t2",3998.11784265045,"µg*h/l"
"Raltegravir","AUC_t1_t2_norm",1.45931297574611,"kg*h/l"
"Raltegravir","AUC_tLast_minus_1_tLast",4483.40295565532,"µg*h/l"
"Raltegravir","AUC_tLast_minus_1_tLast_norm",1.6364421435164,"kg*h/l"
"Raltegravir","AUC_inf_t1",4329.13303068319,"µg*h/l"
"Raltegravir","AUC_inf_t1_norm",1.58013353170728,"kg*h/l"
"Raltegravir","AUC_inf_tLast",5115.35982391988,"µg*h/l"
"Raltegravir","AUC_inf_tLast_norm",1.86710629133977,"kg*h/l"
"Raltegravir","MRT",3.94116643269857,"h"
"Raltegravir","Thalf",5.81245676676432,"h"
"Raltegravir","Thalf_tLast_tEnd",6.87420908610026,"h"
