"Path","Parameter","Value","Unit"
"Raltegravir","C_max",3694.35756220865,"µg/l"
"Raltegravir","C_max_norm",0.0337110109483734,"kg/l"
"Raltegravir","C_max_t1_t2",3569.00819048309,"µg/l"
"Raltegravir","C_max_t1_t2_norm",0.651344028805063,"kg/l"
"Raltegravir","C_max_tLast_tEnd",3689.98111003561,"µg/l"
"Raltegravir","C_max_tLast_tEnd_norm",0.67342157510035,"kg/l"
"Raltegravir","t_max",96.75,"h"
"Raltegravir","t_max_t1_t2",0.75,"h"
"Raltegravir","t_max_tLast_tEnd",228.75,"h"
"Raltegravir","C_trough_t2",79.7531298255413,"µg/l"
"Raltegravir","C_trough_tLast",129.19341594643,"µg/l"
"Raltegravir","AUC_t1_t2",8128.0506159483,"µg*h/l"
"Raltegravir","AUC_t1_t2_norm",1.48336928932061,"kg*h/l"
"Raltegravir","AUC_tLast_minus_1_tLast",9098.43096682987,"µg*h/l"
"Raltegravir","AUC_tLast_minus_1_tLast_norm",1.66046361485299,"kg*h/l"
"Raltegravir","AUC_inf_t1",8798.71940617838,"µg*h/l"
"Raltegravir","AUC_inf_t1_norm",1.60576616027013,"kg*h/l"
"Raltegravir","AUC_inf_tLast",10365.8709557394,"µg*h/l"
"Raltegravir","AUC_inf_tLast_norm",1.89177139598977,"kg*h/l"
"Raltegravir","MRT",3.93458150227865,"h"
"Raltegravir","Thalf",5.82888539632161,"h"
"Raltegravir","Thalf_tLast_tEnd",6.79902547200521,"h"
