"Path","Parameter","Value","Unit"
"Raltegravir","C_max",2283.84389520788,"µg/l"
"Raltegravir","C_max_norm",0.833603042077687,"kg/l"
"Raltegravir","t_max",0.75,"h"
"Raltegravir","C_tEnd",1.9180621706666,"µg/l"
"Raltegravir","AUC",5349.76112173411,"µg*h/l"
"Raltegravir","AUC_norm",1.95266282868448,"kg*h/l"
"Raltegravir","AUC_inf",5376.25231878347,"µg*h/l"
"Raltegravir","AUC_inf_norm",1.96233214226235,"kg*h/l"
"Raltegravir","MRT",4.13402659098307,"h"
"Raltegravir","Thalf",9.57344055175781,"h"
"Raltegravir","CL",8.49329587072134,"ml/min/kg"
"Raltegravir","Vss",2106.6906452179,"ml/kg"
"Raltegravir","Vd",7038.33770751953,"ml/kg"
